id,effectiveTime,active,moduleId,conceptId,languageCode,typeId,term,caseSignificanceId,last_updated
144012,20170731,1,900000000000207008,126856000,en,900000000000013009,Neoplasm of cystic duct,900000000000448009,2025-09-12 18:23:43
145013,20020131,1,900000000000207008,126857009,en,900000000000013009,Neoplasm of common bile duct,900000000000020002,2025-09-12 18:23:43
145013,20170731,1,900000000000207008,126857009,en,900000000000013009,Neoplasm of common bile duct,900000000000448009,2025-09-12 18:23:43
146014,20020131,1,900000000000207008,126858004,en,900000000000013009,Neoplasm of ampulla of Vater,900000000000020002,2025-09-12 18:23:43
147017,20020131,1,900000000000207008,126859007,en,900000000000013009,Neoplasm of pancreas,900000000000020002,2025-09-12 18:23:43
147017,20170731,1,900000000000207008,126859007,en,900000000000013009,Neoplasm of pancreas,900000000000448009,2025-09-12 18:23:43
148010,20020131,1,900000000000207008,126860002,en,900000000000013009,Neoplasm of head of pancreas,900000000000020002,2025-09-12 18:23:43
148010,20170731,1,900000000000207008,126860002,en,900000000000013009,Neoplasm of head of pancreas,900000000000448009,2025-09-12 18:23:43
149019,20020131,1,900000000000207008,126861003,en,900000000000013009,Neoplasm of body of pancreas,900000000000020002,2025-09-12 18:23:43
149019,20170731,1,900000000000207008,126861003,en,900000000000013009,Neoplasm of body of pancreas,900000000000448009,2025-09-12 18:23:43
150019,20020131,1,900000000000207008,126862005,en,900000000000013009,Neoplasm of tail of pancreas,900000000000020002,2025-09-12 18:23:43
150019,20170731,1,900000000000207008,126862005,en,900000000000013009,Neoplasm of tail of pancreas,900000000000448009,2025-09-12 18:23:43
151015,20020131,1,900000000000207008,126863000,en,900000000000013009,Neoplasm of pancreatic duct,900000000000020002,2025-09-12 18:23:43
151015,20170731,1,900000000000207008,126863000,en,900000000000013009,Neoplasm of pancreatic duct,900000000000448009,2025-09-12 18:23:43
152010,20020131,1,900000000000207008,126864006,en,900000000000013009,Neoplasm of islets of Langerhans,900000000000020002,2025-09-12 18:23:43
153017,20020131,1,900000000000207008,126865007,en,900000000000013009,Neoplasm of the peritoneum,900000000000020002,2025-09-12 18:23:43
153017,20170731,1,900000000000207008,126865007,en,900000000000013009,Neoplasm of the peritoneum,900000000000448009,2025-09-12 18:23:43
154011,20020131,1,900000000000207008,126866008,en,900000000000013009,Neoplasm of parietal peritoneum,900000000000020002,2025-09-12 18:23:43
154011,20170731,1,900000000000207008,126866008,en,900000000000013009,Neoplasm of parietal peritoneum,900000000000448009,2025-09-12 18:23:43
155012,20020131,1,900000000000207008,126867004,en,900000000000013009,Neoplasm of pelvic peritoneum,900000000000020002,2025-09-12 18:23:43
155012,20170731,1,900000000000207008,126867004,en,900000000000013009,Neoplasm of pelvic peritoneum,900000000000448009,2025-09-12 18:23:43
156013,20020131,1,900000000000207008,126868009,en,900000000000013009,Neoplasm of rectouterine pouch,900000000000020002,2025-09-12 18:23:43
156013,20170731,1,900000000000207008,126868009,en,900000000000013009,Neoplasm of rectouterine pouch,900000000000448009,2025-09-12 18:23:43
157016,20020131,1,900000000000207008,126869001,en,900000000000013009,Neoplasm of the mesentery,900000000000020002,2025-09-12 18:23:43
157016,20070731,0,900000000000207008,126869001,en,900000000000013009,Neoplasm of the mesentery,900000000000020002,2025-09-12 18:23:43
158014,20020131,1,900000000000207008,126870000,en,900000000000013009,Neoplasm of the mesocolon,900000000000020002,2025-09-12 18:23:43
158014,20170731,1,900000000000207008,126870000,en,900000000000013009,Neoplasm of the mesocolon,900000000000448009,2025-09-12 18:23:43
159018,20020131,1,900000000000207008,126871001,en,900000000000013009,Neoplasm of the omentum,900000000000020002,2025-09-12 18:23:43
159018,20170731,1,900000000000207008,126871001,en,900000000000013009,Neoplasm of the omentum,900000000000448009,2025-09-12 18:23:43
160011,20020131,1,900000000000207008,126872008,en,900000000000013009,Neoplasm of the retroperitoneum,900000000000020002,2025-09-12 18:23:43
160011,20170731,1,900000000000207008,126872008,en,900000000000013009,Neoplasm of the retroperitoneum,900000000000448009,2025-09-12 18:23:43
161010,20020131,1,900000000000207008,126873003,en,900000000000013009,Neoplasm of periadrenal tissue,900000000000020002,2025-09-12 18:23:43
161010,20170731,1,900000000000207008,126873003,en,900000000000013009,Neoplasm of periadrenal tissue,900000000000448009,2025-09-12 18:23:43
162015,20020131,1,900000000000207008,126874009,en,900000000000013009,Neoplasm of perirenal tissue,900000000000020002,2025-09-12 18:23:43
162015,20170731,1,900000000000207008,126874009,en,900000000000013009,Neoplasm of perirenal tissue,900000000000448009,2025-09-12 18:23:43
163013,20020131,1,900000000000207008,126875005,en,900000000000013009,Neoplasm of retrocecal tissue,900000000000020002,2025-09-12 18:23:43
163013,20170731,1,900000000000207008,126875005,en,900000000000013009,Neoplasm of retrocecal tissue,900000000000448009,2025-09-12 18:23:43
164019,20020131,1,900000000000207008,126876006,en,900000000000013009,Neoplasm of mesothelial tissue of peritoneum,900000000000020002,2025-09-12 18:23:43
164019,20170731,1,900000000000207008,126876006,en,900000000000013009,Neoplasm of mesothelial tissue of peritoneum,900000000000448009,2025-09-12 18:23:43
165018,20020131,1,900000000000207008,126877002,en,900000000000013009,Disorder of glucose metabolism,900000000000020002,2025-09-12 18:23:43
165018,20170731,1,900000000000207008,126877002,en,900000000000013009,Disorder of glucose metabolism,900000000000448009,2025-09-12 18:23:43
166017,20020131,1,900000000000207008,126878007,en,900000000000013009,Persistent preputial frenulum,900000000000020002,2025-09-12 18:23:43
166017,20170731,1,900000000000207008,126878007,en,900000000000013009,Persistent preputial frenulum,900000000000448009,2025-09-12 18:23:43
167014,20020131,1,900000000000207008,126879004,en,900000000000013009,Neoplasm of urinary system,900000000000020002,2025-09-12 18:23:43
167014,20170731,1,900000000000207008,126879004,en,900000000000013009,Neoplasm of urinary system,900000000000448009,2025-09-12 18:23:43
168016,20020131,1,900000000000207008,126880001,en,900000000000013009,Neoplasm of kidney,900000000000020002,2025-09-12 18:23:43
168016,20170731,1,900000000000207008,126880001,en,900000000000013009,Neoplasm of kidney,900000000000448009,2025-09-12 18:23:43
169012,20020131,1,900000000000207008,126881002,en,900000000000013009,Neoplasm of renal pelvis,900000000000020002,2025-09-12 18:23:43
169012,20170731,1,900000000000207008,126881002,en,900000000000013009,Neoplasm of renal pelvis,900000000000448009,2025-09-12 18:23:43
170013,20020131,1,900000000000207008,126882009,en,900000000000013009,Neoplasm of ureter,900000000000020002,2025-09-12 18:23:43
170013,20170731,1,900000000000207008,126882009,en,900000000000013009,Neoplasm of ureter,900000000000448009,2025-09-12 18:23:43
171012,20020131,1,900000000000207008,126883004,en,900000000000013009,Neoplasm of urethra,900000000000020002,2025-09-12 18:23:43
171012,20170731,1,900000000000207008,126883004,en,900000000000013009,Neoplasm of urethra,900000000000448009,2025-09-12 18:23:43
172017,20020131,1,900000000000207008,126884005,en,900000000000013009,Neoplasm of paraurethral glands,900000000000020002,2025-09-12 18:23:43
172017,20170731,1,900000000000207008,126884005,en,900000000000013009,Neoplasm of paraurethral glands,900000000000448009,2025-09-12 18:23:43
173010,20020131,1,900000000000207008,126885006,en,900000000000013009,Neoplasm of bladder,900000000000020002,2025-09-12 18:23:43
173010,20170731,1,900000000000207008,126885006,en,900000000000013009,Neoplasm of bladder,900000000000448009,2025-09-12 18:23:43
174016,20020131,1,900000000000207008,126886007,en,900000000000013009,Neoplasm of trigone of urinary bladder,900000000000020002,2025-09-12 18:23:43
174016,20170731,1,900000000000207008,126886007,en,900000000000013009,Neoplasm of trigone of urinary bladder,900000000000448009,2025-09-12 18:23:43
175015,20020131,1,900000000000207008,126887003,en,900000000000013009,Neoplasm of apex of urinary bladder,900000000000020002,2025-09-12 18:23:43
175015,20170731,1,900000000000207008,126887003,en,900000000000013009,Neoplasm of apex of urinary bladder,900000000000448009,2025-09-12 18:23:43
176019,20020131,1,900000000000207008,126888008,en,900000000000013009,Neoplasm of lateral wall of urinary bladder,900000000000020002,2025-09-12 18:23:43
176019,20170731,1,900000000000207008,126888008,en,900000000000013009,Neoplasm of lateral wall of urinary bladder,900000000000448009,2025-09-12 18:23:43
177011,20020131,1,900000000000207008,126889000,en,900000000000013009,Neoplasm of anterior wall of urinary bladder,900000000000020002,2025-09-12 18:23:43
177011,20170731,1,900000000000207008,126889000,en,900000000000013009,Neoplasm of anterior wall of urinary bladder,900000000000448009,2025-09-12 18:23:43
178018,20020131,1,900000000000207008,126890009,en,900000000000013009,Neoplasm of posterior wall of urinary bladder,900000000000020002,2025-09-12 18:23:43
178018,20170731,1,900000000000207008,126890009,en,900000000000013009,Neoplasm of posterior wall of urinary bladder,900000000000448009,2025-09-12 18:23:43
179014,20020131,1,900000000000207008,126891008,en,900000000000013009,Neoplasm of urinary bladder neck,900000000000020002,2025-09-12 18:23:43
179014,20170731,1,900000000000207008,126891008,en,900000000000013009,Neoplasm of urinary bladder neck,900000000000448009,2025-09-12 18:23:43
180012,20020131,1,900000000000207008,126892001,en,900000000000013009,Neoplasm of ureteric orifice of urinary bladder,900000000000020002,2025-09-12 18:23:43
180012,20170731,1,900000000000207008,126892001,en,900000000000013009,Neoplasm of ureteric orifice of urinary bladder,900000000000448009,2025-09-12 18:23:43
181011,20020131,1,900000000000207008,126893006,en,900000000000013009,Neoplasm of urachus,900000000000020002,2025-09-12 18:23:43
181011,20170731,1,900000000000207008,126893006,en,900000000000013009,Neoplasm of urachus,900000000000448009,2025-09-12 18:23:43
183014,20020131,1,900000000000207008,126895004,en,900000000000013009,Neoplasm of male genital organ,900000000000020002,2025-09-12 18:23:43
183014,20170731,1,900000000000207008,126895004,en,900000000000013009,Neoplasm of male genital organ,900000000000448009,2025-09-12 18:23:43
184015,20020131,1,900000000000207008,126896003,en,900000000000013009,Neoplasm of penis,900000000000020002,2025-09-12 18:23:43
184015,20170731,1,900000000000207008,126896003,en,900000000000013009,Neoplasm of penis,900000000000448009,2025-09-12 18:23:43
185019,20020131,1,900000000000207008,126897007,en,900000000000013009,Neoplasm of prepuce,900000000000020002,2025-09-12 18:23:43
185019,20170731,1,900000000000207008,126897007,en,900000000000013009,Neoplasm of prepuce,900000000000448009,2025-09-12 18:23:43
186018,20020131,1,900000000000207008,126898002,en,900000000000013009,Neoplasm of glans penis,900000000000020002,2025-09-12 18:23:43
186018,20170731,1,900000000000207008,126898002,en,900000000000013009,Neoplasm of glans penis,900000000000448009,2025-09-12 18:23:43
187010,20020131,1,900000000000207008,126899005,en,900000000000013009,Neoplasm of body of penis,900000000000020002,2025-09-12 18:23:43
187010,20170731,1,900000000000207008,126899005,en,900000000000013009,Neoplasm of body of penis,900000000000448009,2025-09-12 18:23:43
188017,20020131,1,900000000000207008,126900000,en,900000000000013009,Neoplasm of testis,900000000000020002,2025-09-12 18:23:43
188017,20170731,1,900000000000207008,126900000,en,900000000000013009,Neoplasm of testis,900000000000448009,2025-09-12 18:23:43
189013,20020131,1,900000000000207008,126901001,en,900000000000013009,Neoplasm of undescended testis,900000000000020002,2025-09-12 18:23:43
189013,20170731,1,900000000000207008,126901001,en,900000000000013009,Neoplasm of undescended testis,900000000000448009,2025-09-12 18:23:43
190016,20020131,1,900000000000207008,126902008,en,900000000000013009,Neoplasm of epididymis,900000000000020002,2025-09-12 18:23:43
190016,20170731,1,900000000000207008,126902008,en,900000000000013009,Neoplasm of epididymis,900000000000448009,2025-09-12 18:23:43
191017,20020131,1,900000000000207008,126903003,en,900000000000013009,Neoplasm of vas deferens,900000000000020002,2025-09-12 18:23:43
191017,20170731,1,900000000000207008,126903003,en,900000000000013009,Neoplasm of vas deferens,900000000000448009,2025-09-12 18:23:43
192012,20020131,1,900000000000207008,126904009,en,900000000000013009,Neoplasm of spermatic cord,900000000000020002,2025-09-12 18:23:43
192012,20170731,1,900000000000207008,126904009,en,900000000000013009,Neoplasm of spermatic cord,900000000000448009,2025-09-12 18:23:43
193019,20020131,1,900000000000207008,126905005,en,900000000000013009,Neoplasm of scrotum,900000000000020002,2025-09-12 18:23:43
193019,20170731,1,900000000000207008,126905005,en,900000000000013009,Neoplasm of scrotum,900000000000448009,2025-09-12 18:23:43
194013,20020131,1,900000000000207008,126906006,en,900000000000013009,Neoplasm of prostate,900000000000020002,2025-09-12 18:23:43
194013,20170731,1,900000000000207008,126906006,en,900000000000013009,Neoplasm of prostate,900000000000448009,2025-09-12 18:23:43
195014,20020131,1,900000000000207008,126907002,en,900000000000013009,Neoplasm of female genital organ,900000000000020002,2025-09-12 18:23:43
195014,20170731,1,900000000000207008,126907002,en,900000000000013009,Neoplasm of female genital organ,900000000000448009,2025-09-12 18:23:43
196010,20020131,1,900000000000207008,126908007,en,900000000000013009,Neoplasm of uterus,900000000000020002,2025-09-12 18:23:43
196010,20170731,1,900000000000207008,126908007,en,900000000000013009,Neoplasm of uterus,900000000000448009,2025-09-12 18:23:43
197018,20020131,1,900000000000207008,126909004,en,900000000000013009,Neoplasm of body of uterus,900000000000020002,2025-09-12 18:23:43
197018,20170731,1,900000000000207008,126909004,en,900000000000013009,Neoplasm of body of uterus,900000000000448009,2025-09-12 18:23:43
198011,20020131,1,900000000000207008,126910009,en,900000000000013009,Neoplasm of myometrium,900000000000020002,2025-09-12 18:23:43
198011,20170731,1,900000000000207008,126910009,en,900000000000013009,Neoplasm of myometrium,900000000000448009,2025-09-12 18:23:43
199015,20020131,1,900000000000207008,126911008,en,900000000000013009,Neoplasm of isthmus of uterus,900000000000020002,2025-09-12 18:23:43
199015,20170731,1,900000000000207008,126911008,en,900000000000013009,Neoplasm of isthmus of uterus,900000000000448009,2025-09-12 18:23:43
200017,20020131,1,900000000000207008,126912001,en,900000000000013009,Neoplasm of endocervix,900000000000020002,2025-09-12 18:23:43
200017,20170731,1,900000000000207008,126912001,en,900000000000013009,Neoplasm of endocervix,900000000000448009,2025-09-12 18:23:43
201018,20020131,1,900000000000207008,126913006,en,900000000000013009,Neoplasm of exocervix,900000000000020002,2025-09-12 18:23:43
201018,20170731,1,900000000000207008,126913006,en,900000000000013009,Neoplasm of exocervix,900000000000448009,2025-09-12 18:23:43
202013,20020131,1,900000000000207008,126914000,en,900000000000013009,Neoplasm of fundus uteri,900000000000020002,2025-09-12 18:23:43
202013,20170731,1,900000000000207008,126914000,en,900000000000013009,Neoplasm of fundus uteri,900000000000448009,2025-09-12 18:23:43
203015,20020131,1,900000000000207008,126915004,en,900000000000013009,Neoplasm of uterine adnexa,900000000000020002,2025-09-12 18:23:43
203015,20170731,1,900000000000207008,126915004,en,900000000000013009,Neoplasm of uterine adnexa,900000000000448009,2025-09-12 18:23:43
204014,20020131,1,900000000000207008,126916003,en,900000000000013009,Neoplasm of fallopian tube,900000000000020002,2025-09-12 18:23:43
204014,20170731,1,900000000000207008,126916003,en,900000000000013009,Neoplasm of fallopian tube,900000000000448009,2025-09-12 18:23:43
205010,20020131,1,900000000000207008,126917007,en,900000000000013009,Neoplasm of broad ligament,900000000000020002,2025-09-12 18:23:43
205010,20170731,1,900000000000207008,126917007,en,900000000000013009,Neoplasm of broad ligament,900000000000448009,2025-09-12 18:23:43
206011,20020131,1,900000000000207008,126918002,en,900000000000013009,Neoplasm of parametrium,900000000000020002,2025-09-12 18:23:43
206011,20170731,1,900000000000207008,126918002,en,900000000000013009,Neoplasm of parametrium,900000000000448009,2025-09-12 18:23:43
207019,20020131,1,900000000000207008,126919005,en,900000000000013009,Neoplasm of round ligament of uterus,900000000000020002,2025-09-12 18:23:43
207019,20170731,1,900000000000207008,126919005,en,900000000000013009,Neoplasm of round ligament of uterus,900000000000448009,2025-09-12 18:23:43
208012,20020131,1,900000000000207008,126920004,en,900000000000013009,Neoplasm of placenta,900000000000020002,2025-09-12 18:23:43
208012,20170731,1,900000000000207008,126920004,en,900000000000013009,Neoplasm of placenta,900000000000448009,2025-09-12 18:23:43
209016,20020131,1,900000000000207008,126921000,en,900000000000013009,Neoplasm of vagina,900000000000020002,2025-09-12 18:23:43
209016,20170731,1,900000000000207008,126921000,en,900000000000013009,Neoplasm of vagina,900000000000448009,2025-09-12 18:23:43
210014,20020131,1,900000000000207008,126922007,en,900000000000013009,Neoplasm of vulva,900000000000020002,2025-09-12 18:23:43
210014,20170731,1,900000000000207008,126922007,en,900000000000013009,Neoplasm of vulva,900000000000448009,2025-09-12 18:23:43
211013,20020131,1,900000000000207008,126923002,en,900000000000013009,Neoplasm of labia majora,900000000000020002,2025-09-12 18:23:43
211013,20170731,1,900000000000207008,126923002,en,900000000000013009,Neoplasm of labia majora,900000000000448009,2025-09-12 18:23:43
212018,20020131,1,900000000000207008,126924008,en,900000000000013009,Neoplasm of labia minora,900000000000020002,2025-09-12 18:23:43
212018,20170731,1,900000000000207008,126924008,en,900000000000013009,Neoplasm of labia minora,900000000000448009,2025-09-12 18:23:43
213011,20020131,1,900000000000207008,126925009,en,900000000000013009,Neoplasm of clitoris,900000000000020002,2025-09-12 18:23:43
213011,20170731,1,900000000000207008,126925009,en,900000000000013009,Neoplasm of clitoris,900000000000448009,2025-09-12 18:23:43
214017,20020131,1,900000000000207008,126926005,en,900000000000013009,Neoplasm of breast,900000000000020002,2025-09-12 18:23:43
